Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,35,1,0,7,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,35,1,0,28,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,35,1,0,7,1
M,1,1,0,157500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,44,5,0,3,1
M,1,1,0,157500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,44,5,0,3,1
M,1,1,0,157500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,44,5,0,33,1
M,1,1,0,157500,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,2,44,5,0,33,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,27,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,52,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,52,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,42,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,28,1
F,0,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",3,27,3,0,36,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,45,23,13,30,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,45,23,5,15,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,45,23,0,43,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,45,23,0,19,1
F,1,1,0,270000,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,45,23,0,17,1
M,1,1,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Laborers,4,54,4,0,58,1
M,1,1,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Laborers,4,54,4,0,26,1
F,0,1,0,225000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",2,55,7,0,39,1
F,0,1,0,225000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",2,55,7,0,26,1
F,0,1,0,225000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",2,55,7,0,39,1
F,0,0,0,171000,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,5,0,18,1
F,0,0,0,171000,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,5,0,29,1
F,0,0,0,171000,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,5,0,28,1
F,0,0,0,171000,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,5,0,17,1
M,1,0,1,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,33,13,5,10,1
M,1,0,1,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,33,13,0,14,1
M,1,0,1,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,33,13,0,14,1
M,1,0,1,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,33,13,0,4,1
M,1,0,1,360000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Managers,3,33,13,0,14,1
F,0,1,1,162000,"State servant ","Higher education    ",Civil marriage,"House / apartment   ",1,0,0,0,"Accountants   ",3,42,1,0,6,1
F,0,1,1,162000,"State servant ","Higher education    ",Civil marriage,"House / apartment   ",1,0,0,0,"Accountants   ",3,42,1,0,24,1
M,0,1,2,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Laborers,4,42,1,0,33,1
M,1,1,0,261000,"Working ","Higher education    ",Single / not married,"With parents  ",1,0,0,0,Laborers,1,23,1,0,14,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,0,22,1
F,0,1,0,81000,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,28,8,0,16,1
F,0,1,0,81000,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,28,8,0,43,1
F,0,1,0,81000,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,28,8,0,16,1
F,0,1,0,81000,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Medicine staff,1,28,8,0,16,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,1,47,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,0,13,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,0,35,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,0,59,1
M,1,1,0,360000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",2,48,6,0,22,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Sales staff   ",2,52,7,0,31,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Sales staff   ",2,52,7,0,31,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Sales staff   ",2,52,7,0,39,1
F,0,1,0,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Sales staff   ",2,52,7,0,5,1
M,0,1,2,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,46,1,2,37,1
M,0,1,2,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,46,1,2,37,1
M,0,1,2,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,46,1,2,37,1
M,0,1,2,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,46,1,0,47,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,Managers,2,50,3,1,20,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,"Drivers ",2,28,6,0,9,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,"Drivers ",2,28,6,0,1,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,"Drivers ",2,28,6,0,12,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,"Drivers ",2,28,6,0,8,1
M,1,1,0,157500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,"Drivers ",2,28,6,0,5,1
M,1,1,1,202500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,25,3,0,21,1
M,1,1,1,202500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,25,3,0,11,1
M,1,1,1,202500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,25,3,0,20,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,45,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,19,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,47,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,4,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,24,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,12,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,47,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,27,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,36,1
F,1,0,2,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,35,9,0,12,1
M,1,1,1,202500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,0,0,"Sales staff   ",3,33,3,0,29,1
M,1,1,1,202500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,0,0,"Sales staff   ",3,33,3,0,28,1
M,1,1,1,202500,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,0,0,"Sales staff   ",3,33,3,0,29,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,29,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,11,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,8,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,35,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,8,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,1,Laborers,3,37,19,0,35,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,48,11,0
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,48,11,0
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,3,4,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,31,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,3,55,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,9,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,23,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,6,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,7,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,3,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,3,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,7,1
M,1,1,1,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,1,1,0,"Drivers ",3,45,3,0,5,1
M,1,0,0,180000,Commercial associate,"Incomplete higher   ",Single / not married,"With parents  ",1,0,0,0,Laborers,1,27,1,0,7,1
M,1,0,0,180000,Commercial associate,"Incomplete higher   ",Single / not married,"With parents  ",1,0,0,0,Laborers,1,27,1,0,6,1
M,1,0,0,180000,Commercial associate,"Incomplete higher   ",Single / not married,"With parents  ",1,0,0,0,Laborers,1,27,1,0,10,1
M,1,1,0,157500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,45,5,0,13,1
F,0,1,1,135000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,"Sales staff   ",2,48,6,0,18,1
M,1,0,0,112500,"Working ","Secondary / secondary special   ",Civil marriage,"With parents  ",1,1,0,0,"Core staff    ",2,24,2,0,6,1
M,1,0,0,112500,"Working ","Secondary / secondary special   ",Civil marriage,"With parents  ",1,1,0,0,"Core staff    ",2,24,2,0,3,1
M,1,0,0,112500,"Working ","Secondary / secondary special   ",Civil marriage,"With parents  ",1,1,0,0,"Core staff    ",2,24,2,0,11,1
M,1,0,0,112500,"Working ","Secondary / secondary special   ",Civil marriage,"With parents  ",1,1,0,0,"Core staff    ",2,24,2,0,4,1
M,1,1,2,225000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,Managers,3,48,2,0,7,1
F,0,1,0,90000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,54,15,0,27,1
F,0,1,0,90000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,54,15,0,30,1
F,0,1,0,90000,"State servant ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",2,54,15,0,27,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,0,12,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,0,22,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,2,14,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,0,38,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,2,51,1
M,0,1,1,270000,Commercial associate,"Incomplete higher   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,35,4,2,9,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,44,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,44,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,9,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,9,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,35,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,35,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,8,1
F,0,1,0,157500,"State servant ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,2,61,21,0,8,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,10,0,8,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,10,0,36,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,10,0,37,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,10,0,8,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,10,0,8,1
M,0,1,0,315000,Commercial associate,"Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Security staff,1,35,7,0,7,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,26,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,20,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,2,29,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,19,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,24,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,28,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,1,30,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,24,1
M,1,1,0,315000,"Working ","Incomplete higher   ","Married ","House / apartment   ",1,0,0,0,Managers,2,30,4,0,33,1
F,0,0,0,67500,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,1,0,"Core staff    ",1,52,2,5,1,0
F,0,1,0,67500,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,1,0,"Core staff    ",1,52,2,5,2,0
F,0,1,0,67500,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,1,0,"Core staff    ",1,52,2,5,2,0
M,0,1,1,117000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Laborers,3,47,15,0,18,1
M,0,1,1,117000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Laborers,3,47,15,0,30,1
M,0,1,1,117000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Laborers,3,47,15,0,30,1
M,0,1,1,117000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Laborers,3,47,15,0,8,1
M,0,1,1,117000,Commercial associate,"Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,0,0,0,Laborers,3,47,15,0,29,1
M,1,1,2,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,4,36,3,0,26,1
M,1,1,2,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,4,36,3,0,34,1
M,1,1,2,112500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,4,36,3,0,12,1
F,0,1,2,76500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,31,3,0,21,1
F,0,1,2,76500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,31,3,0,30,1
F,0,1,2,76500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,31,3,0,5,1
F,0,1,2,76500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,31,3,0,24,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,17,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,15,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,4,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,17,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,11,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,15,1
M,1,0,2,166500,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Core staff    ",4,34,4,0,5,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,0,52,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,1,17,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,0,52,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,0,14,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,3,22,1
F,0,1,0,135000,"Working ","Secondary / secondary special   ",Civil marriage,"House / apartment   ",1,1,1,0,"Core staff    ",2,44,19,0,33,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,40,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,30,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,27,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,18,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,14,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,14,1
F,1,1,1,135000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,"Private service staff     ",3,43,8,0,3,1
M,0,1,2,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Security staff,4,48,2,0,54,1
M,0,1,2,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Security staff,4,48,2,2,20,1
F,0,1,0,189000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,40,1,0,6,1
F,0,1,0,189000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Cleaning staff,2,40,1,0,6,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,2,34,4,0,2,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,2,34,4,0,9,1
M,0,1,1,202500,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,2,34,4,0,26,1
F,0,1,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Cooking staff ",3,47,2,2,5,1
F,0,1,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Cooking staff ",3,47,2,0,7,1
M,1,0,0,90000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,1,0,13,1
M,1,0,0,90000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,1,0,54,1
M,1,0,0,90000,"Working ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,54,1,0,18,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,"Core staff    ",2,50,7,0,47,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,"Core staff    ",2,50,7,0,58,1
F,0,0,0,157500,"Working ","Secondary / secondary special   ","Married ","Municipal apartment ",1,0,0,0,"Core staff    ",2,50,7,0,6,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,1,16,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,0,40,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,0,9,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,1,43,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,0,24,1
F,1,1,0,157500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Private service staff     ",1,44,4,0,9,1
F,1,1,0,216000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Secretaries   ",2,51,5,0,44,1
F,1,1,0,216000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Secretaries   ",2,51,5,0,11,1
F,0,1,0,114750,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,1,1,0,Security staff,1,56,12,0,20,1
F,0,1,0,114750,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,1,1,0,Security staff,1,56,12,0,7,1
F,0,1,0,114750,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,1,1,0,Security staff,1,56,12,0,20,1
F,0,1,0,114750,"Working ","Secondary / secondary special   ","Widow   ","House / apartment   ",1,1,1,0,Security staff,1,56,12,0,27,1
M,0,1,0,225000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,51,1,0,32,1
M,0,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,Laborers,2,50,2,0,16,1
M,0,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,Laborers,2,50,2,0,6,1
M,0,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,Laborers,2,50,2,0,6,1
M,0,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,Laborers,2,50,2,0,15,1
M,0,0,0,225000,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,Laborers,2,50,2,0,6,1
F,0,1,0,126000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,1,Laborers,1,55,8,0,31,1
F,0,1,0,126000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,1,Laborers,1,55,8,0,31,1
F,0,1,0,126000,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,1,Laborers,1,55,8,0,31,1
